gramm,count,percentage
rnä,17,0.0012
i j,17,0.0012
? H,17,0.0012
rto,17,0.0012
"p, ",17,0.0012
alm,17,0.0012
ph ,17,0.0012
bac,17,0.0012
 vö,17,0.0012
Gau,17,0.0012
hsc,17,0.0012
"gs,",17,0.0012
Fau,17,0.0012
u! ,17,0.0012
hlz,17,0.0012
msi,17,0.0012
rt!,17,0.0012
Amt,17,0.0012
mtm,17,0.0012
ffc,17,0.0012
ck!,17,0.0012
ixe,17,0.0012
sil,16,0.0011
i P,16,0.0011
uff,16,0.0011
nnr,16,0.0011
ll',16,0.0011
u S,16,0.0011
", R",16,0.0011
sth,16,0.0011
iß.,16,0.0011
" ""g",16,0.0011
wäc,16,0.0011
anm,16,0.0011
efs,16,0.0011
z m,16,0.0011
f G,16,0.0011
Lis,16,0.0011
eik,16,0.0011
Neu,16,0.0011
Beg,16,0.0011
egi,16,0.0011
Dok,16,0.0011
kto,16,0.0011
Ord,16,0.0011
dnu,16,0.0011
"f,""",16,0.0011
f l,16,0.0011
"g,""",16,0.0011
nn:,16,0.0011
rds,16,0.0011
Jam,16,0.0011
kni,16,0.0011
älb,16,0.0011
" ""l",16,0.0011
hlö,16,0.0011
s! ,16,0.0011
rmh,16,0.0011
hls,16,0.0011
fhe,16,0.0011
kge,16,0.0011
"ör,",16,0.0011
Arz,16,0.0011
"n"",",16,0.0011
paz,16,0.0011
azi,16,0.0011
"d?""",16,0.0011
i E,16,0.0011
lpe,16,0.0011
San,16,0.0011
uha,16,0.0011
bog,16,0.0011
tam,16,0.0011
'so,16,0.0011
! d,16,0.0011
tu ,16,0.0011
kün,16,0.0011
rmü,16,0.0011
eß.,16,0.0011
süß,16,0.0011
l ü,16,0.0011
eßl,16,0.0011
lzh,16,0.0011
hrz,16,0.0011
t F,16,0.0011
Hon,16,0.0011
Get,16,0.0011
alk,16,0.0011
hl.,16,0.0011
Nes,16,0.0011
s I,16,0.0011
stc,16,0.0011
Müd,16,0.0011
üdi,16,0.0011
"""Is",16,0.0011
lmä,16,0.0011
Ast,16,0.0011
ks ,16,0.0011
Sar,16,0.0011
ndc,16,0.0011
sgr,16,0.0011
"""St",16,0.0011
sze,16,0.0011
Sam,16,0.0011
r?',16,0.0011
eph,16,0.0011
ona,16,0.0011
nhä,16,0.0011
ohr,16,0.0011
rrg,16,0.0011
irb,16,0.0011
 gs,16,0.0011
 i ,16,0.0011
uad,16,0.0011
f P,16,0.0011
Pro,16,0.0011
ütc,16,0.0011
r U,16,0.0011
röt,16,0.0011
enl,16,0.0011
örb,16,0.0011
imp,16,0.0011
"""Ad",16,0.0011
uli,16,0.0011
ufl,16,0.0011
hsl,16,0.0011
Len,16,0.0011
iwi,16,0.0011
Ebe,15,0.0011
mzu,15,0.0011
llc,15,0.0011
rvi,15,0.0011
"""Vo",15,0.0011
. Ü,15,0.0011
tus,15,0.0011
"h """,15,0.0011
küm,15,0.0011
mwe,15,0.0011
ewü,15,0.0011
bus,15,0.0011
Bit,15,0.0011
Krö,15,0.0011
Pan,15,0.0011
"m.""",15,0.0011
"""nu",15,0.0011
osh,15,0.0011
soo,15,0.0011
htü,15,0.0011
ewu,15,0.0011
al:,15,0.0011
st',15,0.0011
ehä,15,0.0011
Häl,15,0.0011
Nim,15,0.0011
ißl,15,0.0011
urf,15,0.0011
lla,15,0.0011
r O,15,0.0011
ß f,15,0.0011
"rl,",15,0.0011
Bur,15,0.0011
tin,15,0.0011
lsa,15,0.0011
lüp,15,0.0011
orw,15,0.0011
"""Hi",15,0.0011
zar,15,0.0011
Kis,15,0.0011
"gd,",15,0.0011
n!',15,0.0011
' U,15,0.0011
b v,15,0.0011
drä,15,0.0011
n' ,15,0.0011
'nu,15,0.0011
 pu,15,0.0011
ckg,15,0.0011
anr,15,0.0011
Käl,15,0.0011
gt?,15,0.0011
. F,15,0.0011
aß.,15,0.0011
uf;,15,0.0011
"""si",15,0.0011
esh,15,0.0011
t J,15,0.0011
u L,15,0.0011
Seg,15,0.0011
", E",15,0.0011
ksa,15,0.0011
"""Na",15,0.0011
"ed,",15,0.0011
Frö,15,0.0011
te?,15,0.0011
Um ,15,0.0011
ärs,15,0.0011
'li,15,0.0011
 jä,15,0.0011
i b,15,0.0011
Top,15,0.0011
"b.""",15,0.0011
: I,15,0.0011
! S,15,0.0011
f r,15,0.0011
lap,15,0.0011
abl,15,0.0011
Bel,15,0.0011
Eul,15,0.0011
hec,15,0.0011
Fül,15,0.0011
? E,15,0.0011
 'V,15,0.0011
enj,15,0.0011
hru,15,0.0011
rhu,15,0.0011
usw,15,0.0011
tzg,15,0.0011
zge,15,0.0011
ohh,15,0.0011
llm,15,0.0011
g r,15,0.0011
gei,15,0.0011
oht,15,0.0011
"""mi",15,0.0011
imk,15,0.0011
l K,15,0.0011
ror,15,0.0011
dvo,15,0.0011
Tat,15,0.0011
Füc,15,0.0011
mke,15,0.0011
äfi,15,0.0011
lar,15,0.0011
Eig,15,0.0011
Ehr,15,0.0011
otz,15,0.0011
 At,15,0.0011
"""Zu",15,0.0011
Pat,15,0.0011
d P,15,0.0011
fot,15,0.0011
Für,15,0.0011
 ak,15,0.0011
Jos,15,0.0011
sep,15,0.0011
oßk,15,0.0011
nfr,15,0.0011
Nix,15,0.0011
Pel,14,0.0010
rz.,14,0.0010
"""In",14,0.0010
täl,14,0.0010
ßt.,14,0.0010
nra,14,0.0010
seu,14,0.0010
fzt,14,0.0010
"d!""",14,0.0010
Obe,14,0.0010
usl,14,0.0010
"""Va",14,0.0010
imw,14,0.0010
woz,14,0.0010
An ,14,0.0010
säß,14,0.0010
t P,14,0.0010
b: ,14,0.0010
eßt,14,0.0010
"eu,",14,0.0010
lmo,14,0.0010
rnh,14,0.0010
nsp,14,0.0010
i H,14,0.0010
bär,14,0.0010
irg,14,0.0010
lbc,14,0.0010
: g,14,0.0010
rdb,14,0.0010
z t,14,0.0010
hns,14,0.0010
kat,14,0.0010
Kal,14,0.0010
pfk,14,0.0010
"""Au",14,0.0010
Maß,14,0.0010
säu,14,0.0010
ar',14,0.0010
afk,14,0.0010
l T,14,0.0010
mt.,14,0.0010
obt,14,0.0010
. R,14,0.0010
 'K,14,0.0010
g.',14,0.0010
' W,14,0.0010
rtf,14,0.0010
rtn,14,0.0010
ßem,14,0.0010
lko,14,0.0010
fuß,14,0.0010
Büc,14,0.0010
umu,14,0.0010
dez,14,0.0010
ezu,14,0.0010
uzi,14,0.0010
Anb,14,0.0010
Ehe,14,0.0010
"""ei",14,0.0010
ish,14,0.0010
ama,14,0.0010
sru,14,0.0010
tap,14,0.0010
nüt,14,0.0010
 Zä,14,0.0010
h M,14,0.0010
Eim,14,0.0010
Fah,14,0.0010
uvo,14,0.0010
" ""U",14,0.0010
utw,14,0.0010
sl ,14,0.0010
 Lü,14,0.0010
Auc,14,0.0010
"; """,14,0.0010
Nat,14,0.0010
zuk,14,0.0010
 It,14,0.0010
Its,14,0.0010
mil,14,0.0010
""" K",14,0.0010
nti,14,0.0010
"ür,",14,0.0010
 rä,14,0.0010
rzo,14,0.0010
Säc,14,0.0010
sew,14,0.0010
ßkn,14,0.0010
Rol,14,0.0010
Fad,14,0.0010
ria,14,0.0010
Ser,14,0.0010
it!,13,0.0009
"uh,",13,0.0009
rup,13,0.0009
"', ",13,0.0009
"xe,",13,0.0009
foh,13,0.0009
z r,13,0.0009
f t,13,0.0009
: h,13,0.0009
. O,13,0.0009
", P",13,0.0009
Bus,13,0.0009
" ""b",13,0.0009
röp,13,0.0009
o p,13,0.0009
rbu,13,0.0009
üme,13,0.0009
hwo,13,0.0009
utr,13,0.0009
küh,13,0.0009
uf!,13,0.0009
mmi,13,0.0009
Gab,13,0.0009
"n?,",13,0.0009
Que,13,0.0009
Lag,13,0.0009
rtl,13,0.0009
kal,13,0.0009
ckb,13,0.0009
Weh,13,0.0009
'Du,13,0.0009
'Ne,13,0.0009
'He,13,0.0009
pur,13,0.0009
'Wi,13,0.0009
'ge,13,0.0009
ürm,13,0.0009
seb,13,0.0009
"ff,",13,0.0009
akt,13,0.0009
"a?""",13,0.0009
"""Zw",13,0.0009
ero,13,0.0009
O j,13,0.0009
ulz,13,0.0009
eke,13,0.0009
gsc,13,0.0009
nni,13,0.0009
'sa,13,0.0009
nd;,13,0.0009
brü,13,0.0009
"l,'",13,0.0009
ß l,13,0.0009
'si,13,0.0009
k t,13,0.0009
ß I,13,0.0009
mm.,13,0.0009
kös,13,0.0009
dbe,13,0.0009
l H,13,0.0009
räh,13,0.0009
fif,13,0.0009
; g,13,0.0009
hn:,13,0.0009
rmo,13,0.0009
"g!""",13,0.0009
krü,13,0.0009
wim,13,0.0009
Zäh,13,0.0009
fka,13,0.0009
ntü,13,0.0009
isg,13,0.0009
gsu,13,0.0009
twu,13,0.0009
 th,13,0.0009
Wic,13,0.0009
Mis,13,0.0009
ref,13,0.0009
Chr,13,0.0009
"""No",13,0.0009
id.,13,0.0009
Bän,13,0.0009
"), ",13,0.0009
Löf,13,0.0009
äur,13,0.0009
mat,13,0.0009
nfä,13,0.0009
Hec,13,0.0009
Hen,13,0.0009
rth,13,0.0009
tzc,13,0.0009
' i,13,0.0009
rfo,13,0.0009
Fäh,13,0.0009
i N,13,0.0009
"""Sp",13,0.0009
Pfr,13,0.0009
ns?,13,0.0009
sog,13,0.0009
ldk,13,0.0009
bün,13,0.0009
Zuc,13,0.0009
Fun,13,0.0009
 Eb,12,0.0008
stb,12,0.0008
" ""R",12,0.0008
: S,12,0.0008
Wäc,12,0.0008
"""ge",12,0.0008
abk,12,0.0008
Kit,12,0.0008
itb,12,0.0008
töß,12,0.0008
elr,12,0.0008
lbu,12,0.0008
l L,12,0.0008
täu,12,0.0008
Hac,12,0.0008
Kei,12,0.0008
ße.,12,0.0008
ab:,12,0.0008
di ,12,0.0008
huc,12,0.0008
ndh,12,0.0008
rfu,12,0.0008
höc,12,0.0008
as.,12,0.0008
"ad,",12,0.0008
que,12,0.0008
Im ,12,0.0008
"!, ",12,0.0008
enw,12,0.0008
""" g",12,0.0008
rso,12,0.0008
; h,12,0.0008
kru,12,0.0008
ehc,12,0.0008
Bin,12,0.0008
 Nü,12,0.0008
Nüs,12,0.0008
 'M,12,0.0008
m ü,12,0.0008
tt!,12,0.0008
 'O,12,0.0008
tzu,12,0.0008
sko,12,0.0008
"ue,",12,0.0008
Bün,12,0.0008
"rf,",12,0.0008
zim,12,0.0008
lth,12,0.0008
nn!,12,0.0008
""" G",12,0.0008
"""er",12,0.0008
"""Dr",12,0.0008
esä,12,0.0008
mig,12,0.0008
nki,12,0.0008
sre,12,0.0008
nz.,12,0.0008
mm',12,0.0008
n C,12,0.0008
bbr,12,0.0008
etl,12,0.0008
! m,12,0.0008
mmc,12,0.0008
hho,12,0.0008
Red,12,0.0008
of.,12,0.0008
'ac,12,0.0008
b; ,12,0.0008
gnä,12,0.0008
näd,12,0.0008
lk ,12,0.0008
u; ,12,0.0008
örd,12,0.0008
Dun,12,0.0008
ze.,12,0.0008
Hor,12,0.0008
"f!""",12,0.0008
Dic,12,0.0008
ork,12,0.0008
Som,12,0.0008
esk,12,0.0008
 Gü,12,0.0008
emä,12,0.0008
s O,12,0.0008
ttr,12,0.0008
gsh,12,0.0008
"h?""",12,0.0008
Wut,12,0.0008
fsp,12,0.0008
sum,12,0.0008
ekä,12,0.0008
fzi,12,0.0008
tme,12,0.0008
! H,12,0.0008
tz.,12,0.0008
ula,12,0.0008
"""wo",12,0.0008
orr,12,0.0008
h R,12,0.0008
img,12,0.0008
Jed,12,0.0008
ra ,12,0.0008
 Gv,12,0.0008
Gva,12,0.0008
rap,12,0.0008
bos,12,0.0008
 Rö,12,0.0008
 gä,12,0.0008
", L",12,0.0008
sob,12,0.0008
Erz,12,0.0008
uke,12,0.0008
ß H,12,0.0008
el!,12,0.0008
Ate,12,0.0008
lud,12,0.0008
ksk,12,0.0008
jäm,12,0.0008
tt?,12,0.0008
"""Al",12,0.0008
gt',12,0.0008
hop,12,0.0008
Goc,12,0.0008
Kür,12,0.0008
rdc,12,0.0008
dev,12,0.0008
Unk,12,0.0008
ttj,12,0.0008
tje,12,0.0008
bzi,11,0.0008
iho,11,0.0008
"ub,",11,0.0008
"r """,11,0.0008
ekü,11,0.0008
b f,11,0.0008
nhi,11,0.0008
ümp,11,0.0008
"""ha",11,0.0008
sgi,11,0.0008
"""Le",11,0.0008
s p,11,0.0008
rip,11,0.0008
m ä,11,0.0008
ir!,11,0.0008
an:,11,0.0008
älf,11,0.0008
Gle,11,0.0008
rml,11,0.0008
Hün,11,0.0008
ht',11,0.0008
ünn,11,0.0008
büh,11,0.0008
öss,11,0.0008
Näc,11,0.0008
! I,11,0.0008
ls:,11,0.0008
m ',11,0.0008
Gib,11,0.0008
u? ,11,0.0008
Rac,11,0.0008
 'b,11,0.0008
kke,11,0.0008
'se,11,0.0008
bgl,11,0.0008
tko,11,0.0008
un?,11,0.0008
nsg,11,0.0008
rhü,11,0.0008
alp,11,0.0008
elö,11,0.0008
""" Z",11,0.0008
üht,11,0.0008
tue,11,0.0008
k.',11,0.0008
' f,11,0.0008
umk,11,0.0008
rtk,11,0.0008
ovo,11,0.0008
os.,11,0.0008
quä,11,0.0008
uäl,11,0.0008
bho,11,0.0008
Kas,11,0.0008
ndb,11,0.0008
Wec,11,0.0008
", Z",11,0.0008
g o,11,0.0008
dmä,11,0.0008
 ki,11,0.0008
dne,11,0.0008
äup,11,0.0008
räm,11,0.0008
Kün,11,0.0008
f M,11,0.0008
"we,",11,0.0008
Wes,11,0.0008
d ö,11,0.0008
""" h",11,0.0008
ipf,11,0.0008
Pal,11,0.0008
ägs,11,0.0008
m Ü,11,0.0008
l W,11,0.0008
d V,11,0.0008
Kum,11,0.0008
köp,11,0.0008
? i,11,0.0008
ehü,11,0.0008
"d,'",11,0.0008
de:,11,0.0008
! h,11,0.0008
hha,11,0.0008
k; ,11,0.0008
rmi,11,0.0008
ürg,11,0.0008
r'n,11,0.0008
u's,11,0.0008
Wem,11,0.0008
i v,11,0.0008
"ga,",11,0.0008
mon,11,0.0008
rd',11,0.0008
aht,11,0.0008
Kät,11,0.0008
gäb,11,0.0008
atu,11,0.0008
Näg,11,0.0008
ndv,11,0.0008
met,11,0.0008
opp,11,0.0008
Käf,11,0.0008
dbr,11,0.0008
de!,11,0.0008
ndz,11,0.0008
äle,11,0.0008
? h,11,0.0008
ßle,11,0.0008
 Wö,11,0.0008
nkr,11,0.0008
huß,11,0.0008
md ,11,0.0008
b l,11,0.0008
rüß,11,0.0008
in-,11,0.0008
n- ,11,0.0008
ud ,11,0.0008
Set,11,0.0008
nfl,11,0.0008
hrd,11,0.0008
blü,11,0.0008
fto,11,0.0008
ütl,11,0.0008
nfz,11,0.0008
Ame,11,0.0008
nag,11,0.0008
sro,11,0.0008
gal,11,0.0008
 up,11,0.0008
löh,11,0.0008
url,11,0.0008
 ik,11,0.0008
esg,10,0.0007
k l,10,0.0007
nbi,10,0.0007
unm,10,0.0007
t A,10,0.0007
ar:,10,0.0007
Ele,10,0.0007
Glo,10,0.0007
Lil,10,0.0007
epu,10,0.0007
big,10,0.0007
ckw,10,0.0007
rtü,10,0.0007
rüt,10,0.0007
Bir,10,0.0007
rnc,10,0.0007
rnb,10,0.0007
a p,10,0.0007
Wän,10,0.0007
Trö,10,0.0007
miß,10,0.0007
dus,10,0.0007
"""is",10,0.0007
nrö,10,0.0007
Ses,10,0.0007
ß G,10,0.0007
"""ko",10,0.0007
Bad,10,0.0007
rzl,10,0.0007
Urt,10,0.0007
pal,10,0.0007
fho,10,0.0007
abn,10,0.0007
' w,10,0.0007
i t,10,0.0007
Duk,10,0.0007
obg,10,0.0007
rur,10,0.0007
ßt!,10,0.0007
lzt,10,0.0007
Ärm,10,0.0007
; b,10,0.0007
"rb,",10,0.0007
m'n,10,0.0007
ham,10,0.0007
d? ,10,0.0007
 Pu,10,0.0007
g J,10,0.0007
 'k,10,0.0007
se!,10,0.0007
Spo,10,0.0007
lt!,10,0.0007
nna,10,0.0007
Sau,10,0.0007
: m,10,0.0007
rpf,10,0.0007
i.',10,0.0007
nhö,10,0.0007
? S,10,0.0007
 gn,10,0.0007
 Is,10,0.0007
Zic,10,0.0007
Zul,10,0.0007
pf.,10,0.0007
lt',10,0.0007
ezw,10,0.0007
t p,10,0.0007
elw,10,0.0007
lwe,10,0.0007
rtt,10,0.0007
Sen,10,0.0007
mdc,10,0.0007
Nur,10,0.0007
'Va,10,0.0007
ebh,10,0.0007
"""Un",10,0.0007
eti,10,0.0007
Nah,10,0.0007
hnm,10,0.0007
nmä,10,0.0007
nbu,10,0.0007
not,10,0.0007
 'F,10,0.0007
"ös,",10,0.0007
'Wo,10,0.0007
i f,10,0.0007
het,10,0.0007
müh,10,0.0007
slu,10,0.0007
häd,10,0.0007
uho,10,0.0007
du',10,0.0007
Wür,10,0.0007
nas,10,0.0007
oda,10,0.0007
'mi,10,0.0007
g's,10,0.0007
nf ,10,0.0007
"ß,""",10,0.0007
geö,10,0.0007
eöf,10,0.0007
ebä,10,0.0007
ldb,10,0.0007
rku,10,0.0007
nof,10,0.0007
äml,10,0.0007
ugr,10,0.0007
stm,10,0.0007
u ',10,0.0007
"""Kö",10,0.0007
Wöl,10,0.0007
nt?,10,0.0007
'Nu,10,0.0007
"""Tu",10,0.0007
lz.,10,0.0007
"od,",10,0.0007
äul,10,0.0007
teg,10,0.0007
"m!""",10,0.0007
Dör,10,0.0007
Fet,10,0.0007
bee,10,0.0007
umw,10,0.0007
umd,10,0.0007
inc,10,0.0007
pul,10,0.0007
vör,10,0.0007
öhc,10,0.0007
Sem,10,0.0007
"si,",10,0.0007
nmö,9,0.0006
rms,9,0.0006
! E,9,0.0006
msa,9,0.0006
bni,9,0.0006
a o,9,0.0006
Leg,9,0.0006
ufn,9,0.0006
gsk,9,0.0006
gos,9,0.0006
ssp,9,0.0006
quo,9,0.0006
uol,9,0.0006
r Ä,9,0.0006
ah.,9,0.0006
u p,9,0.0006
i l,9,0.0006
Säb,9,0.0006
tka,9,0.0006
aib,9,0.0006
Ern,9,0.0006
wig,9,0.0006
"ob,",9,0.0006
"i.""",9,0.0006
rav,9,0.0006
hlb,9,0.0006
an?,9,0.0006
kre,9,0.0006
ugt,9,0.0006
ldn,9,0.0006
eja,9,0.0006
hos,9,0.0006
i; ,9,0.0006
au!,9,0.0006
led,9,0.0006
bod,9,0.0006
s' ,9,0.0006
itr,9,0.0006
f B,9,0.0006
uka,9,0.0006
ckz,9,0.0006
msc,9,0.0006
uak,9,0.0006
at',9,0.0006
f K,9,0.0006
reb,9,0.0006
zem,9,0.0006
"u.""",9,0.0006
ut:,9,0.0006
ir?,9,0.0006
Cha,9,0.0006
Gri,9,0.0006
g H,9,0.0006
ih ,9,0.0006
Glu,9,0.0006
hmo,9,0.0006
l! ,9,0.0006
tfü,9,0.0006
i r,9,0.0006
l P,9,0.0006
'ja,9,0.0006
"g,'",9,0.0006
urg,9,0.0006
gd.,9,0.0006
läc,9,0.0006
hs.,9,0.0006
"k,""",9,0.0006
r Q,9,0.0006
Gif,9,0.0006
mbr,9,0.0006
tsl,9,0.0006
Wäl,9,0.0006
bfa,9,0.0006
"""Bi",9,0.0006
"l?""",9,0.0006
at?,9,0.0006
Pre,9,0.0006
Uns,9,0.0006
Hee,9,0.0006
", N",9,0.0006
; z,9,0.0006
lri,9,0.0006
füt,9,0.0006
i L,9,0.0006
o ü,9,0.0006
nkb,9,0.0006
kba,9,0.0006
esw,9,0.0006
rdm,9,0.0006
'Fr,9,0.0006
tzk,9,0.0006
zka,9,0.0006
b k,9,0.0006
utu,9,0.0006
pec,9,0.0006
nap,9,0.0006
 Pi,9,0.0006
rsm,9,0.0006
ths,9,0.0006
tod,9,0.0006
tts,9,0.0006
nth,9,0.0006
rg.,9,0.0006
lt;,9,0.0006
Bäc,9,0.0006
fm ,9,0.0006
Lor,9,0.0006
' B,9,0.0006
kum,9,0.0006
"ha,",9,0.0006
üft,9,0.0006
tzb,9,0.0006
f S,9,0.0006
 gö,9,0.0006
blä,9,0.0006
lah,9,0.0006
 'B,9,0.0006
nsz,9,0.0006
Grü,9,0.0006
 Im,9,0.0006
sho,9,0.0006
Neb,9,0.0006
Urs,9,0.0006
rmö,9,0.0006
rüs,9,0.0006
aat,9,0.0006
l o,9,0.0006
f U,9,0.0006
näm,9,0.0006
mäd,9,0.0006
hsi,9,0.0006
Meh,9,0.0006
Räd,9,0.0006
b t,9,0.0006
cki,9,0.0006
bfi,9,0.0006
fwe,9,0.0006
ffl,9,0.0006
klä,9,0.0006
es?,9,0.0006
g T,9,0.0006
" ""z",9,0.0006
deh,9,0.0006
hrf,9,0.0006
ogl,9,0.0006
nfu,9,0.0006
tfu,9,0.0006
stg,9,0.0006
ftl,9,0.0006
zög,9,0.0006
ofs,9,0.0006
rm.,9,0.0006
lot,9,0.0006
egz,9,0.0006
wüs,9,0.0006
fse,9,0.0006
dde,9,0.0006
osg,9,0.0006
dal,9,0.0006
Bub,9,0.0006
 Dö,9,0.0006
mbe,9,0.0006
Grä,9,0.0006
see,9,0.0006
zür,9,0.0006
ürn,9,0.0006
Knö,9,0.0006
mdr,9,0.0006
ön!,9,0.0006
"hu,",9,0.0006
Keh,9,0.0006
uzh,9,0.0006
ppi,9,0.0006
hak,9,0.0006
rnr,9,0.0006
ia ,9,0.0006
rb.,8,0.0006
tsp,8,0.0006
hr',8,0.0006
üs',8,0.0006
""" F",8,0.0006
"!"",",8,0.0006
Abg,8,0.0006
nkh,8,0.0006
khe,8,0.0006
una,8,0.0006
ed.,8,0.0006
ubi,8,0.0006
it?,8,0.0006
h p,8,0.0006
Ärg,8,0.0006
dhe,8,0.0006
l R,8,0.0006
fgi,8,0.0006
 än,8,0.0006
rt;,8,0.0006
! w,8,0.0006
Lai,8,0.0006
mos,8,0.0006
k B,8,0.0006
""" n",8,0.0006
f- ,8,0.0006
llo,8,0.0006
atü,8,0.0006
ifa,8,0.0006
el;,8,0.0006
nwa,8,0.0006
a. ,8,0.0006
rbä,8,0.0006
- D,8,0.0006
lf.,8,0.0006
beu,8,0.0006
: H,8,0.0006
Moo,8,0.0006
oos,8,0.0006
dni,8,0.0006
gej,8,0.0006
ldh,8,0.0006
"il,",8,0.0006
hlg,8,0.0006
ei;,8,0.0006
rlu,8,0.0006
däm,8,0.0006
me:,8,0.0006
Mäg,8,0.0006
ägd,8,0.0006
'Sc,8,0.0006
nrü,8,0.0006
qua,8,0.0006
kse,8,0.0006
ll;,8,0.0006
tfe,8,0.0006
izi,8,0.0006
Thr,8,0.0006
"t"",",8,0.0006
Anf,8,0.0006
nbü,8,0.0006
buc,8,0.0006
og.,8,0.0006
mau,8,0.0006
l.',8,0.0006
'he,8,0.0006
he:,8,0.0006
mko,8,0.0006
ig;,8,0.0006
rzh,8,0.0006
'je,8,0.0006
'me,8,0.0006
re:,8,0.0006
 'v,8,0.0006
g ',8,0.0006
rkä,8,0.0006
dhu,8,0.0006
ntm,8,0.0006
hs:,8,0.0006
ür.,8,0.0006
füg,8,0.0006
zu;,8,0.0006
Wäh,8,0.0006
def,8,0.0006
elg,8,0.0006
Unr,8,0.0006
bka,8,0.0006
"""Gi",8,0.0006
bsa,8,0.0006
mis,8,0.0006
ühs,8,0.0006
"""Bl",8,0.0006
Ums,8,0.0006
ape,8,0.0006
htc,8,0.0006
sbl,8,0.0006
nir,8,0.0006
wed,8,0.0006
pet,8,0.0006
k f,8,0.0006
"Na,",8,0.0006
? G,8,0.0006
Hat,8,0.0006
Deg,8,0.0006
bts,8,0.0006
Lap,8,0.0006
skn,8,0.0006
dru,8,0.0006
Qua,8,0.0006
"of,",8,0.0006
" ""j",8,0.0006
thi,8,0.0006
uth,8,0.0006
hlc,8,0.0006
odt,8,0.0006
oph,8,0.0006
Kuß,8,0.0006
adu,8,0.0006
llu,8,0.0006
Obs,8,0.0006
Hoh,8,0.0006
ita,8,0.0006
' H,8,0.0006
Mua,8,0.0006
ha ,8,0.0006
' k,8,0.0006
'No,8,0.0006
Ras,8,0.0006
völ,8,0.0006
nju,8,0.0006
uml,8,0.0006
o o,8,0.0006
gön,8,0.0006
Klu,8,0.0006
zeu,8,0.0006
enü,8,0.0006
: b,8,0.0006
Sel,8,0.0006
kop,8,0.0006
an;,8,0.0006
l Z,8,0.0006
Adl,8,0.0006
igu,8,0.0006
; k,8,0.0006
Bew,8,0.0006
! A,8,0.0006
onl,8,0.0006
egu,8,0.0006
dün,8,0.0006
kt?,8,0.0006
pli,8,0.0006
lfi,8,0.0006
epa,8,0.0006
rbc,8,0.0006
Tut,8,0.0006
"r"",",8,0.0006
bhü,8,0.0006
ee.,8,0.0006
bad,8,0.0006
"ch""",8,0.0006
uko,8,0.0006
Frä,8,0.0006
Led,8,0.0006
taa,8,0.0006
itw,8,0.0006
'ne,8,0.0006
rro,8,0.0006
Pei,8,0.0006
at:,8,0.0006
'Ha,8,0.0006
r I,8,0.0006
Huf,8,0.0006
grä,8,0.0006
räb,8,0.0006
lf:,8,0.0006
ltr,8,0.0006
rsä,8,0.0006
hmä,8,0.0006
äth,8,0.0006
f T,8,0.0006
äfs,8,0.0006
 Ul,8,0.0006
Ulr,8,0.0006
Kie,8,0.0006
it:,8,0.0006
nja,8,0.0006
Vet,8,0.0006
röc,8,0.0006
pon,8,0.0006
ada,8,0.0006
pp ,8,0.0006
"je,",8,0.0006
Eva,8,0.0006
Dud,8,0.0006
Kiw,8,0.0006
kiw,8,0.0006
ör',8,0.0006
höö,8,0.0006
öön,8,0.0006
Vag,8,0.0006
ik!,8,0.0006
atw,8,0.0006
sgl,7,0.0005
"""Mo",7,0.0005
nrä,7,0.0005
räd,7,0.0005
ämp,7,0.0005
nhu,7,0.0005
ruß,7,0.0005
h A,7,0.0005
ß E,7,0.0005
anw,7,0.0005
jah,7,0.0005
gea,7,0.0005
lre,7,0.0005
rnl,7,0.0005
Zeh,7,0.0005
utl,7,0.0005
küs,7,0.0005
uba,7,0.0005
e ö,7,0.0005
"""Tr",7,0.0005
ld;,7,0.0005
uf-,7,0.0005
g M,7,0.0005
da.,7,0.0005
 ew,7,0.0005
! M,7,0.0005
"""Ho",7,0.0005
! G,7,0.0005
""" k",7,0.0005
! K,7,0.0005
ehk,7,0.0005
Bee,7,0.0005
"""la",7,0.0005
'Me,7,0.0005
spü,7,0.0005
pür,7,0.0005
ißg,7,0.0005
näb,7,0.0005
ß R,7,0.0005
Ank,7,0.0005
 dä,7,0.0005
Sum,7,0.0005
"""Do",7,0.0005
Rad,7,0.0005
dbo,7,0.0005
n -,7,0.0005
g' ,7,0.0005
'al,7,0.0005
 'f,7,0.0005
lne,7,0.0005
mtr,7,0.0005
ims,7,0.0005
rda,7,0.0005
orl,7,0.0005
cku,7,0.0005
ks!,7,0.0005
iev,7,0.0005
 Dä,7,0.0005
Dah,7,0.0005
löc,7,0.0005
 Äc,7,0.0005
he;,7,0.0005
"ik,",7,0.0005
ß; ,7,0.0005
füß,7,0.0005
ani,7,0.0005
übc,7,0.0005
übl,7,0.0005
u R,7,0.0005
ll!,7,0.0005
l? ,7,0.0005
gho,7,0.0005
wüt,7,0.0005
'hi,7,0.0005
lg ,7,0.0005
hku,7,0.0005
kuh,7,0.0005
Roß,7,0.0005
abi,7,0.0005
bic,7,0.0005
Zin,7,0.0005
g B,7,0.0005
l V,7,0.0005
"""Fo",7,0.0005
For,7,0.0005
: k,7,0.0005
f R,7,0.0005
n (,7,0.0005
rül,7,0.0005
utm,7,0.0005
et;,7,0.0005
"""Mu",7,0.0005
kka,7,0.0005
haa,7,0.0005
um:,7,0.0005
a ü,7,0.0005
 Os,7,0.0005
Ost,7,0.0005
dwu,7,0.0005
"if,",7,0.0005
il!,7,0.0005
